Latitude (decimal degrees):	35.697
Longitude (decimal degrees):	104.011
Elevation (m):	3235
Radiation database:	PVGIS-ERA5


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20221115:1330,0.0,0.0,0.0,1.0,1.03,0.0
20221115:1430,0.0,0.0,0.0,1.5,0.55,0.0
20221115:1530,0.0,0.0,0.0,1.26,0.28,0.0
20221115:1630,0.0,0.0,0.0,0.69,0.55,0.0
20221115:1730,0.0,0.0,0.0,0.63,0.34,0.0
20221115:1830,0.0,0.0,0.0,-0.29,0.76,0.0
20221115:1930,0.0,0.0,0.0,-0.98,0.97,0.0
20221115:2030,0.0,0.0,0.0,-1.81,1.03,0.0
20221115:2130,0.0,0.0,0.0,-2.31,0.97,0.0
20221115:2230,0.0,0.0,0.0,-2.92,1.03,0.0
20221115:2330,0.0,0.0,-2.69,-2.92,0.83,0.0
20221116:0030,23.28,39.48,8.11,-3.03,0.55,0.0
20221116:0130,420.44,483.06,18.05,-1.96,0.34,0.0
20221116:0230,607.67,722.17,26.42,1.82,0.41,0.0
20221116:0330,734.34,897.39,32.48,4.37,0.83,0.0
20221116:0430,792.04,980.0,35.42,6.45,1.31,0.0
20221116:0530,779.39,963.52,34.75,8.1,1.66,0.0
20221116:0630,702.37,857.62,30.58,9.14,1.86,0.0
20221116:0730,560.43,670.23,23.59,9.62,2.28,0.0
20221116:0830,342.66,413.07,14.57,9.45,1.52,0.0
20221116:0930,89.57,129.78,4.19,8.79,0.48,0.0
20221116:1030,0.0,0.0,0.0,7.18,0.62,0.0
20221116:1130,0.0,0.0,0.0,4.87,1.17,0.0
20221116:1230,0.0,0.0,0.0,2.02,1.72,0.0
20221116:1330,0.0,0.0,0.0,-0.16,2.14,0.0
20221116:1430,0.0,0.0,0.0,-1.47,2.28,0.0
20221116:1530,0.0,0.0,0.0,-2.29,2.28,0.0
20221116:1630,0.0,0.0,0.0,-2.79,2.34,0.0
20221116:1730,0.0,0.0,0.0,-2.98,2.48,0.0
20221116:1830,0.0,0.0,0.0,-2.73,2.48,0.0
20221116:1930,0.0,0.0,0.0,-2.27,2.83,0.0
20221116:2030,0.0,0.0,0.0,-2.16,2.97,0.0
20221116:2130,0.0,0.0,0.0,-2.26,2.97,0.0
20221116:2230,0.0,0.0,0.0,-2.32,2.9,0.0
20221116:2330,0.0,0.0,-2.88,-2.2,2.97,0.0
20221117:0030,19.38,34.72,7.9,-1.89,3.17,0.0
20221117:0130,160.01,190.97,17.83,-0.25,3.66,0.0
20221117:0230,267.59,307.13,26.18,1.22,4.34,0.0
20221117:0330,295.65,342.07,32.22,3.05,3.79,0.0
20221117:0430,401.36,463.73,35.17,4.37,2.76,0.0
20221117:0530,509.43,592.27,34.51,5.56,2.62,0.0
20221117:0630,503.97,589.64,30.37,6.78,2.41,0.0
20221117:0730,381.58,450.27,23.41,7.51,1.31,0.0
20221117:0830,250.02,302.36,14.42,7.94,1.1,0.0
20221117:0930,59.88,91.68,4.07,7.36,1.1,0.0
20221117:1030,0.0,0.0,0.0,5.71,1.31,0.0
20221117:1130,0.0,0.0,0.0,3.26,1.66,0.0
20221117:1230,0.0,0.0,0.0,1.37,1.59,0.0
20221117:1330,0.0,0.0,0.0,0.47,1.52,0.0
20221117:1430,0.0,0.0,0.0,0.24,1.59,0.0
20221117:1530,0.0,0.0,0.0,-0.04,1.72,0.0
20221117:1630,0.0,0.0,0.0,-0.15,1.66,0.0
20221117:1730,0.0,0.0,0.0,0.27,1.66,0.0
20221117:1830,0.0,0.0,0.0,0.09,1.59,0.0
20221117:1930,0.0,0.0,0.0,0.05,1.79,0.0
20221117:2030,0.0,0.0,0.0,-0.33,1.52,0.0
20221117:2130,0.0,0.0,0.0,-1.18,1.24,0.0
20221117:2230,0.0,0.0,0.0,-1.99,1.1,0.0
20221117:2330,0.0,0.0,-3.07,-1.86,0.97,0.0
20221118:0030,21.24,37.12,7.7,-1.72,0.9,0.0
20221118:0130,268.54,309.65,17.61,-1.36,0.83,0.0
20221118:0230,416.86,476.88,25.95,-0.27,0.9,0.0
20221118:0330,623.93,729.61,31.98,0.93,1.03,0.0
20221118:0430,649.21,767.18,34.92,2.17,1.17,0.0
20221118:0530,656.83,779.51,34.28,3.08,1.31,0.0
20221118:0630,631.73,747.67,30.17,3.87,1.45,0.0
20221118:0730,524.82,608.12,23.24,3.9,2.28,0.0
20221118:0830,317.62,371.82,14.28,3.82,2.21,0.0
20221118:0930,84.73,120.46,3.95,3.22,2.34,0.0
20221118:1030,0.0,0.0,0.0,1.76,2.28,0.0
20221118:1130,0.0,0.0,0.0,0.25,2.41,0.0
20221118:1230,0.0,0.0,0.0,-0.99,2.34,0.0
20221118:1330,0.0,0.0,0.0,-2.09,2.21,0.0
20221118:1430,0.0,0.0,0.0,-3.08,2.14,0.0
20221118:1530,0.0,0.0,0.0,-3.6,2.07,0.0
20221118:1630,0.0,0.0,0.0,-4.06,2.0,0.0
20221118:1730,0.0,0.0,0.0,-4.3,2.0,0.0
20221118:1830,0.0,0.0,0.0,-4.49,2.0,0.0
20221118:1930,0.0,0.0,0.0,-4.41,2.0,0.0
20221118:2030,0.0,0.0,0.0,-4.58,1.86,0.0
20221118:2130,0.0,0.0,0.0,-4.58,1.66,0.0
20221118:2230,0.0,0.0,0.0,-4.34,1.38,0.0
20221118:2330,0.0,0.0,-3.26,-3.79,1.03,0.0
20221119:0030,20.78,36.33,7.5,-3.31,0.69,0.0
20221119:0130,46.85,67.42,17.4,-2.57,0.48,0.0
20221119:0230,632.83,746.81,25.71,1.06,0.76,0.0
20221119:0330,738.44,900.71,31.73,3.64,0.76,0.0
20221119:0430,783.55,979.0,34.68,5.75,0.69,0.0
20221119:0530,764.02,961.36,34.06,7.46,0.62,0.0
20221119:0630,689.25,856.7,29.98,8.62,0.69,0.0
20221119:0730,547.66,666.81,23.08,9.01,0.62,0.0
20221119:0830,333.94,407.02,14.15,9.13,0.14,0.0
20221119:0930,85.78,124.98,3.84,8.6,0.48,0.0
20221119:1030,0.0,0.0,0.0,6.47,0.97,0.0
20221119:1130,0.0,0.0,0.0,4.64,1.17,0.0
20221119:1230,0.0,0.0,0.0,2.29,1.52,0.0
20221119:1330,0.0,0.0,0.0,1.17,1.52,0.0
20221119:1430,0.0,0.0,0.0,2.09,1.1,0.0
20221119:1530,0.0,0.0,0.0,1.61,0.97,0.0
20221119:1630,0.0,0.0,0.0,1.01,1.1,0.0
20221119:1730,0.0,0.0,0.0,0.53,1.17,0.0
20221119:1830,0.0,0.0,0.0,-0.01,1.17,0.0
20221119:1930,0.0,0.0,0.0,0.5,0.76,0.0
20221119:2030,0.0,0.0,0.0,0.14,0.97,0.0
20221119:2130,0.0,0.0,0.0,-0.26,1.1,0.0
20221119:2230,0.0,0.0,0.0,-0.54,1.17,0.0
20221119:2330,0.0,0.0,-3.45,-0.63,0.9,0.0
20221120:0030,24.97,41.84,7.3,-1.11,0.83,0.0
20221120:0130,65.92,89.85,17.18,-0.11,0.55,0.0
20221120:0230,443.68,516.52,25.49,2.0,0.55,0.0
20221120:0330,453.15,532.69,31.5,4.22,0.9,0.0
20221120:0430,444.17,521.94,34.45,5.82,1.79,0.0
20221120:0530,413.6,482.76,33.84,6.68,3.17,0.0
20221120:0630,558.13,645.02,29.79,6.54,4.62,0.0
20221120:0730,450.5,512.37,22.93,4.97,5.79,0.0
20221120:0830,137.56,169.85,14.02,3.89,5.45,0.0
20221120:0930,11.2,24.89,3.74,2.5,4.55,0.0
20221120:1030,0.0,0.0,0.0,1.24,3.45,0.0
20221120:1130,0.0,0.0,0.0,0.36,2.69,0.0
20221120:1230,0.0,0.0,0.0,-0.36,2.14,0.0
20221120:1330,0.0,0.0,0.0,-1.03,1.86,0.0
20221120:1430,0.0,0.0,0.0,-1.85,1.31,0.0
20221120:1530,0.0,0.0,0.0,-2.06,0.9,0.0
20221120:1630,0.0,0.0,0.0,-2.24,0.9,0.0
20221120:1730,0.0,0.0,0.0,-2.45,0.9,0.0
20221120:1830,0.0,0.0,0.0,-3.44,0.9,0.0
20221120:1930,0.0,0.0,0.0,-2.97,0.62,0.0
20221120:2030,0.0,0.0,0.0,-3.58,0.69,0.0
20221120:2130,0.0,0.0,0.0,-3.55,1.1,0.0
20221120:2230,0.0,0.0,0.0,-3.5,0.83,0.0
20221120:2330,0.0,0.0,-3.63,-3.57,0.69,0.0
20221121:0030,21.55,37.3,7.1,-3.35,0.55,0.0
20221121:0130,81.78,106.68,16.97,-2.36,0.55,0.0
20221121:0230,212.54,248.57,25.26,-0.98,1.17,0.0
20221121:0330,342.57,393.57,31.26,-0.16,1.24,0.0
20221121:0430,456.8,529.26,34.22,0.84,0.9,0.0
20221121:0530,573.48,675.9,33.63,1.8,0.69,0.0
20221121:0630,333.67,389.5,29.61,2.73,0.76,0.0
20221121:0730,415.56,483.64,22.77,2.27,0.55,0.0
20221121:0830,282.31,334.17,13.9,2.63,0.21,0.0
20221121:0930,63.06,93.38,3.64,2.43,0.55,0.0
20221121:1030,0.0,0.0,0.0,1.5,1.03,0.0
20221121:1130,0.0,0.0,0.0,-0.14,0.9,0.0
20221121:1230,0.0,0.0,0.0,-0.4,0.76,0.0
20221121:1330,0.0,0.0,0.0,-1.16,0.83,0.0
20221121:1430,0.0,0.0,0.0,-1.63,0.55,0.0
20221121:1530,0.0,0.0,0.0,-2.11,0.28,0.0
20221121:1630,0.0,0.0,0.0,-2.49,0.14,0.0
20221121:1730,0.0,0.0,0.0,-2.85,0.21,0.0
20221121:1830,0.0,0.0,0.0,-3.15,0.28,0.0
20221121:1930,0.0,0.0,0.0,-2.77,0.21,0.0
20221121:2030,0.0,0.0,0.0,-2.95,0.28,0.0
20221121:2130,0.0,0.0,0.0,-3.12,0.28,0.0
20221121:2230,0.0,0.0,0.0,-3.22,0.41,0.0
20221121:2330,0.0,0.0,-3.82,-3.25,0.69,0.0
20221122:0030,18.56,33.54,6.91,-3.33,0.76,0.0
20221122:0130,43.08,63.18,16.76,-2.19,0.48,0.0
20221122:0230,622.89,736.23,25.04,1.19,0.62,0.0
20221122:0330,740.5,892.91,31.04,3.46,1.24,0.0
20221122:0430,794.92,965.52,33.99,5.13,1.86,0.0
20221122:0530,780.94,948.57,33.42,6.31,2.07,0.0
20221122:0630,696.84,838.7,29.43,7.06,2.0,0.0
20221122:0730,548.6,652.78,22.63,6.79,1.38,0.0
20221122:0830,333.69,396.44,13.79,6.73,1.79,0.0
20221122:0930,83.12,119.96,3.55,6.0,2.0,0.0
20221122:1030,0.0,0.0,0.0,3.8,2.21,0.0
20221122:1130,0.0,0.0,0.0,1.07,2.41,0.0
20221122:1230,0.0,0.0,0.0,-1.08,2.41,0.0
20221122:1330,0.0,0.0,0.0,-2.25,2.41,0.0
20221122:1430,0.0,0.0,0.0,-2.66,2.14,0.0
20221122:1530,0.0,0.0,0.0,-3.18,1.93,0.0
20221122:1630,0.0,0.0,0.0,-3.34,1.86,0.0
20221122:1730,0.0,0.0,0.0,-3.7,1.93,0.0
20221122:1830,0.0,0.0,0.0,-3.66,1.72,0.0
20221122:1930,0.0,0.0,0.0,-2.32,1.24,0.0
20221122:2030,0.0,0.0,0.0,-1.29,0.69,0.0
20221122:2130,0.0,0.0,0.0,-1.43,0.34,0.0
20221122:2230,0.0,0.0,0.0,-2.44,1.03,0.0
20221122:2330,0.0,0.0,-4.0,-3.34,1.45,0.0
20221123:0030,27.6,44.64,6.72,-3.51,1.45,0.0
20221123:0130,55.86,77.74,16.56,-2.16,1.03,0.0
20221123:0230,579.81,671.07,24.82,0.85,1.45,0.0
20221123:0330,716.8,849.75,30.81,3.23,1.93,0.0
20221123:0430,778.32,933.26,33.78,5.39,2.62,0.0
20221123:0530,797.06,959.09,33.23,7.0,3.1,0.0
20221123:0630,721.35,860.47,29.26,8.24,3.45,0.0
20221123:0730,576.79,674.62,22.49,8.95,4.76,0.0
20221123:0830,349.82,413.73,13.68,8.83,4.55,0.0
20221123:0930,88.83,127.76,3.46,7.72,2.62,0.0
20221123:1030,0.0,0.0,0.0,5.2,1.1,0.0
20221123:1130,0.0,0.0,0.0,4.53,0.34,0.0
20221123:1230,0.0,0.0,0.0,3.52,0.41,0.0
20221123:1330,0.0,0.0,0.0,2.73,0.76,0.0
20221123:1430,0.0,0.0,0.0,2.24,1.24,0.0
20221123:1530,0.0,0.0,0.0,-0.38,1.72,0.0
20221123:1630,0.0,0.0,0.0,-0.86,1.66,0.0
20221123:1730,0.0,0.0,0.0,0.15,1.31,0.0
20221123:1830,0.0,0.0,0.0,-0.09,0.97,0.0
20221123:1930,0.0,0.0,0.0,-0.62,0.48,0.0
20221123:2030,0.0,0.0,0.0,-0.98,0.41,0.0
20221123:2130,0.0,0.0,0.0,-1.36,0.34,0.0
20221123:2230,0.0,0.0,0.0,-1.82,0.28,0.0
20221123:2330,0.0,0.0,-4.18,-2.44,0.14,0.0
20221124:0030,18.37,33.36,6.53,-2.92,0.0,0.0
20221124:0130,54.87,76.82,16.36,-1.76,0.28,0.0
20221124:0230,561.94,669.89,24.61,2.44,0.07,0.0
20221124:0330,691.64,858.25,30.59,5.54,0.14,0.0
20221124:0430,777.39,991.7,33.56,7.39,0.28,0.0
20221124:0530,769.47,978.93,33.03,8.75,0.55,0.0
20221124:0630,698.44,871.39,29.1,9.78,0.9,0.0
20221124:0730,560.9,679.68,22.36,10.9,1.72,0.0
20221124:0830,342.14,415.14,13.57,10.75,1.45,0.0
20221124:0930,87.47,127.36,3.38,9.44,0.83,0.0
20221124:1030,0.0,0.0,0.0,7.06,1.31,0.0
20221124:1130,0.0,0.0,0.0,2.92,2.21,0.0
20221124:1230,0.0,0.0,0.0,0.51,2.55,0.0
20221124:1330,0.0,0.0,0.0,-1.57,3.03,0.0
20221124:1430,0.0,0.0,0.0,-2.22,1.66,0.0
20221124:1530,0.0,0.0,0.0,-1.97,1.03,0.0
20221124:1630,0.0,0.0,0.0,-2.38,0.83,0.0
20221124:1730,0.0,0.0,0.0,-1.82,0.83,0.0
20221124:1830,0.0,0.0,0.0,-1.7,0.55,0.0
20221124:1930,0.0,0.0,0.0,-2.01,0.48,0.0
20221124:2030,0.0,0.0,0.0,-2.41,0.34,0.0
20221124:2130,0.0,0.0,0.0,-2.75,0.41,0.0
20221124:2230,0.0,0.0,0.0,-2.96,0.62,0.0
20221124:2330,0.0,0.0,-4.36,-3.09,0.41,0.0
20221125:0030,17.03,31.61,6.34,-3.18,0.41,0.0
20221125:0130,40.76,60.69,16.16,-1.38,0.34,0.0
20221125:0230,641.55,760.22,24.4,2.5,1.03,0.0
20221125:0330,735.29,909.12,30.38,5.88,0.69,0.0
20221125:0430,802.26,975.91,33.36,7.35,2.55,0.0
20221125:0530,767.75,936.86,32.85,7.8,2.14,0.0
20221125:0630,698.89,849.47,28.94,8.41,1.86,0.0
20221125:0730,556.63,659.43,22.24,7.68,2.21,0.0
20221125:0830,338.58,401.55,13.48,7.23,2.41,0.0
20221125:0930,85.36,122.59,3.31,5.88,2.07,0.0
20221125:1030,0.0,0.0,0.0,3.0,2.0,0.0
20221125:1130,0.0,0.0,0.0,-0.36,2.28,0.0
20221125:1230,0.0,0.0,0.0,-1.94,2.62,0.0
20221125:1330,0.0,0.0,0.0,-2.9,2.34,0.0
20221125:1430,0.0,0.0,0.0,-2.3,1.72,0.0
20221125:1530,0.0,0.0,0.0,-1.54,1.45,0.0
20221125:1630,0.0,0.0,0.0,-0.46,1.03,0.0
20221125:1730,0.0,0.0,0.0,-0.95,0.48,0.0
20221125:1830,0.0,0.0,0.0,-1.61,0.21,0.0
20221125:1930,0.0,0.0,0.0,-2.22,0.55,0.0
20221125:2030,0.0,0.0,0.0,-2.97,0.76,0.0
20221125:2130,0.0,0.0,0.0,-3.61,0.83,0.0
20221125:2230,0.0,0.0,0.0,-3.83,0.83,0.0
20221125:2330,0.0,0.0,-4.54,-3.78,0.69,0.0
20221126:0030,16.31,30.65,6.15,-3.37,0.55,0.0
20221126:0130,50.94,72.45,15.96,-1.33,0.48,0.0
20221126:0230,575.83,676.88,24.2,2.94,1.1,0.0
20221126:0330,688.97,827.29,30.17,6.52,1.93,0.0
20221126:0430,749.35,916.77,33.16,9.1,2.34,0.0
20221126:0530,699.78,857.43,32.67,10.96,2.34,0.0
20221126:0630,599.25,728.71,28.79,12.15,2.41,0.0
20221126:0730,507.68,612.71,22.12,11.73,2.0,0.0
20221126:0830,320.3,389.27,13.38,11.78,2.0,0.0
20221126:0930,83.99,122.99,3.24,10.01,1.79,0.0
20221126:1030,0.0,0.0,0.0,5.48,2.0,0.0
20221126:1130,0.0,0.0,0.0,4.3,1.52,0.0
20221126:1230,0.0,0.0,0.0,4.15,0.62,0.0
20221126:1330,0.0,0.0,0.0,2.98,0.34,0.0
20221126:1430,0.0,0.0,0.0,-1.21,2.07,0.0
20221126:1530,0.0,0.0,0.0,-2.6,2.55,0.0
20221126:1630,0.0,0.0,0.0,-2.86,2.07,0.0
20221126:1730,0.0,0.0,0.0,-3.25,2.0,0.0
20221126:1830,0.0,0.0,0.0,-3.01,1.59,0.0
20221126:1930,0.0,0.0,0.0,-3.36,1.17,0.0
20221126:2030,0.0,0.0,0.0,-2.54,0.83,0.0
20221126:2130,0.0,0.0,0.0,-2.36,0.76,0.0
20221126:2230,0.0,0.0,0.0,-2.32,0.76,0.0
20221126:2330,0.0,0.0,-4.71,-1.55,0.55,0.0
20221127:0030,13.45,27.02,5.97,-2.13,0.76,0.0
20221127:0130,58.06,80.49,15.77,-1.22,1.24,0.0
20221127:0230,228.51,264.84,24.0,0.28,2.0,0.0
20221127:0330,341.45,391.57,29.97,2.12,2.48,0.0
20221127:0430,286.78,333.24,32.96,3.73,3.1,0.0
20221127:0530,300.91,352.09,32.5,4.84,2.48,0.0
20221127:0630,273.45,324.35,28.65,5.99,1.52,0.0
20221127:0730,126.16,160.5,22.0,6.38,0.41,0.0
20221127:0830,106.84,138.71,13.3,6.39,0.41,0.0
20221127:0930,32.66,55.37,3.18,5.93,1.45,0.0
20221127:1030,0.0,0.0,0.0,3.11,1.93,0.0
20221127:1130,0.0,0.0,0.0,0.47,1.93,0.0
20221127:1230,0.0,0.0,0.0,-1.52,2.14,0.0
20221127:1330,0.0,0.0,0.0,-2.42,2.76,0.0
20221127:1430,0.0,0.0,0.0,-2.61,2.76,0.0
20221127:1530,0.0,0.0,0.0,-3.07,3.03,0.0
20221127:1630,0.0,0.0,0.0,-4.26,3.45,0.0
20221127:1730,0.0,0.0,0.0,-5.6,3.52,0.0
20221127:1830,0.0,0.0,0.0,-6.42,3.03,0.0
20221127:1930,0.0,0.0,0.0,-6.72,2.69,0.0
20221127:2030,0.0,0.0,0.0,-7.42,2.69,0.0
20221127:2130,0.0,0.0,0.0,-7.84,2.83,0.0
20221127:2230,0.0,0.0,0.0,-8.03,2.9,0.0
20221127:2330,0.0,0.0,-4.88,-8.36,2.83,0.0
20221128:0030,12.96,25.75,5.79,-8.61,2.69,0.0
20221128:0130,48.24,67.29,15.58,-8.65,2.41,0.0
20221128:0230,342.59,375.24,23.8,-8.3,2.21,0.0
20221128:0330,471.75,518.16,29.78,-7.21,2.14,0.0
20221128:0430,544.86,606.24,32.78,-5.96,1.93,0.0
20221128:0530,650.32,739.06,32.33,-4.82,1.52,0.0
20221128:0630,558.11,628.54,28.51,-3.79,1.72,0.0
20221128:0730,456.33,512.95,21.9,-3.34,1.45,0.0
20221128:0830,306.41,347.89,13.22,-3.33,2.07,0.0
20221128:0930,81.76,113.15,3.12,-3.99,2.69,0.0
20221128:1030,0.0,0.0,0.0,-5.41,2.41,0.0
20221128:1130,0.0,0.0,0.0,-6.46,2.14,0.0
20221128:1230,0.0,0.0,0.0,-7.19,2.28,0.0
20221128:1330,0.0,0.0,0.0,-7.62,2.14,0.0
20221128:1430,0.0,0.0,0.0,-7.9,1.93,0.0
20221128:1530,0.0,0.0,0.0,-8.18,1.72,0.0
20221128:1630,0.0,0.0,0.0,-8.42,1.45,0.0
20221128:1730,0.0,0.0,0.0,-8.81,1.59,0.0
20221128:1830,0.0,0.0,0.0,-9.22,1.79,0.0
20221128:1930,0.0,0.0,0.0,-9.43,2.14,0.0
20221128:2030,0.0,0.0,0.0,-9.64,2.0,0.0
20221128:2130,0.0,0.0,0.0,-9.91,1.86,0.0
20221128:2230,0.0,0.0,0.0,-10.33,2.14,0.0
20221128:2330,0.0,0.0,-5.06,-11.0,2.62,0.0
20221129:0030,9.15,20.42,5.61,-11.59,2.97,0.0
20221129:0130,53.99,72.62,15.4,-12.2,3.17,0.0
20221129:0230,289.07,312.37,23.61,-12.43,3.03,0.0
20221129:0330,395.0,421.88,29.58,-12.15,2.9,0.0
20221129:0430,496.76,530.69,32.6,-11.67,2.83,0.0
20221129:0530,629.29,680.31,32.17,-11.11,2.69,0.0
20221129:0630,613.38,665.4,28.38,-10.55,2.55,0.0
20221129:0730,444.84,481.41,21.8,-9.8,2.55,0.0
20221129:0830,309.6,340.52,13.15,-10.13,2.41,0.0
20221129:0930,71.2,97.88,3.07,-10.84,2.69,0.0
20221129:1030,0.0,0.0,0.0,-12.01,2.76,0.0
20221129:1130,0.0,0.0,0.0,-12.78,2.48,0.0
20221129:1230,0.0,0.0,0.0,-13.17,2.14,0.0
20221129:1330,0.0,0.0,0.0,-13.67,1.79,0.0
20221129:1430,0.0,0.0,0.0,-13.85,1.59,0.0
20221129:1530,0.0,0.0,0.0,-13.9,1.72,0.0
20221129:1630,0.0,0.0,0.0,-13.75,1.93,0.0
20221129:1730,0.0,0.0,0.0,-13.71,1.79,0.0
20221129:1830,0.0,0.0,0.0,-13.45,1.79,0.0
20221129:1930,0.0,0.0,0.0,-12.58,1.31,0.0
20221129:2030,0.0,0.0,0.0,-12.39,1.1,0.0
20221129:2130,0.0,0.0,0.0,-12.24,1.1,0.0
20221129:2230,0.0,0.0,0.0,-12.17,1.31,0.0
20221129:2330,0.0,0.0,-5.22,-12.07,1.31,0.0
20221130:0030,19.93,34.15,5.44,-12.17,1.1,0.0
20221130:0130,83.72,104.76,15.21,-11.64,1.31,0.0
20221130:0230,298.06,325.17,23.42,-10.54,1.52,0.0
20221130:0330,577.34,635.26,29.4,-9.57,1.72,0.0
20221130:0430,589.95,654.3,32.42,-7.96,1.86,0.0
20221130:0530,650.65,726.23,32.02,-6.97,2.07,0.0
20221130:0630,520.42,576.64,28.26,-6.2,2.14,0.0
20221130:0730,451.7,497.92,21.71,-6.0,2.48,0.0
20221130:0830,341.8,380.46,13.08,-6.16,2.9,0.0
20221130:0930,92.31,124.07,3.02,-6.89,2.83,0.0
20221130:1030,0.0,0.0,0.0,-8.15,2.41,0.0
20221130:1130,0.0,0.0,0.0,-9.0,2.0,0.0
20221130:1230,0.0,0.0,0.0,-9.54,1.72,0.0
20221130:1330,0.0,0.0,0.0,-9.96,1.45,0.0
20221130:1430,0.0,0.0,0.0,-10.27,1.38,0.0
20221130:1530,0.0,0.0,0.0,-10.53,1.52,0.0
20221130:1630,0.0,0.0,0.0,-10.72,1.38,0.0
20221130:1730,0.0,0.0,0.0,-10.85,1.45,0.0
20221130:1830,0.0,0.0,0.0,-10.98,1.24,0.0
20221130:1930,0.0,0.0,0.0,-10.74,1.52,0.0
20221130:2030,0.0,0.0,0.0,-10.69,1.1,0.0
20221130:2130,0.0,0.0,0.0,-10.56,0.76,0.0
20221130:2230,0.0,0.0,0.0,-10.57,0.55,0.0
20221130:2330,0.0,0.0,-5.39,-10.38,0.62,0.0
20221201:0030,17.59,31.52,5.27,-10.16,0.62,0.0
20221201:0130,88.87,111.19,15.04,-9.5,1.03,0.0
20221201:0230,265.94,296.36,23.24,-8.11,2.0,0.0
20221201:0330,459.25,503.5,29.22,-6.6,2.97,0.0
20221201:0430,778.43,875.0,32.25,-5.06,3.45,0.0
20221201:0530,778.22,881.17,31.87,-3.52,3.52,0.0
20221201:0630,620.89,695.3,28.14,-2.62,3.52,0.0
20221201:0730,436.75,486.58,21.62,-2.17,3.52,0.0
20221201:0830,294.21,334.14,13.02,-2.06,3.59,0.0
20221201:0930,67.75,96.63,2.99,-2.89,3.17,0.0
20221201:1030,0.0,0.0,0.0,-4.68,2.9,0.0
20221201:1130,0.0,0.0,0.0,-6.22,2.0,0.0
20221201:1230,0.0,0.0,0.0,-7.25,1.52,0.0
20221201:1330,0.0,0.0,0.0,-8.13,0.9,0.0
20221201:1430,0.0,0.0,0.0,-8.53,0.76,0.0
20221201:1530,0.0,0.0,0.0,-8.78,0.62,0.0
20221201:1630,0.0,0.0,0.0,-8.79,0.34,0.0
20221201:1730,0.0,0.0,0.0,-9.03,0.34,0.0
20221201:1830,0.0,0.0,0.0,-9.13,0.34,0.0
20221201:1930,0.0,0.0,0.0,-7.98,0.41,0.0
20221201:2030,0.0,0.0,0.0,-8.09,0.55,0.0
20221201:2130,0.0,0.0,0.0,-8.25,0.62,0.0
20221201:2230,0.0,0.0,0.0,-8.24,0.55,0.0
20221201:2330,0.0,0.0,0.0,-8.53,0.62,0.0
20221202:0030,13.04,25.84,5.1,-8.95,0.83,0.0
20221202:0130,41.04,59.64,14.86,-7.15,1.03,0.0
20221202:0230,639.53,732.5,23.07,-3.2,1.31,0.0
20221202:0330,756.24,893.46,29.05,-0.62,1.31,0.0
20221202:0430,813.9,972.74,32.09,1.75,1.93,0.0
20221202:0530,802.1,954.93,31.74,3.78,2.69,0.0
20221202:0630,716.87,848.65,28.04,5.14,2.69,0.0
20221202:0730,568.03,658.03,21.54,4.4,2.97,0.0
20221202:0830,344.56,401.11,12.97,4.06,3.03,0.0
20221202:0930,81.43,115.46,2.95,2.41,2.41,0.0
20221202:1030,0.0,0.0,0.0,-0.52,2.21,0.0
20221202:1130,0.0,0.0,0.0,-2.97,1.66,0.0
20221202:1230,0.0,0.0,0.0,-4.34,2.41,0.0
20221202:1330,0.0,0.0,0.0,-5.02,2.34,0.0
20221202:1430,0.0,0.0,0.0,-5.42,2.14,0.0
20221202:1530,0.0,0.0,0.0,-5.63,2.48,0.0
20221202:1630,0.0,0.0,0.0,-6.11,2.76,0.0
20221202:1730,0.0,0.0,0.0,-6.62,2.07,0.0
20221202:1830,0.0,0.0,0.0,-6.58,1.03,0.0
20221202:1930,0.0,0.0,0.0,-7.77,1.38,0.0
20221202:2030,0.0,0.0,0.0,-8.14,1.1,0.0
20221202:2130,0.0,0.0,0.0,-8.28,1.24,0.0
20221202:2230,0.0,0.0,0.0,-8.05,1.24,0.0
20221202:2330,0.0,0.0,0.0,-8.24,1.24,0.0
20221203:0030,17.42,31.52,4.94,-8.21,0.83,0.0
20221203:0130,51.97,71.92,14.7,-7.41,0.34,0.0
20221203:0230,500.65,565.05,22.9,-5.89,0.34,0.0
20221203:0330,693.57,792.03,28.88,-4.45,1.59,0.0
20221203:0430,806.67,933.89,31.94,-3.05,2.21,0.0
20221203:0530,793.12,915.29,31.6,-2.01,2.62,0.0
20221203:0630,581.37,656.78,27.93,-1.39,2.83,0.0
20221203:0730,451.5,506.63,21.47,-1.79,2.62,0.0
20221203:0830,209.76,243.57,12.92,-2.11,2.97,0.0
20221203:0930,23.59,41.53,2.93,-2.88,2.97,0.0
20221203:1030,0.0,0.0,0.0,-4.13,2.48,0.0
20221203:1130,0.0,0.0,0.0,-4.97,2.28,0.0
20221203:1230,0.0,0.0,0.0,-5.3,2.07,0.0
20221203:1330,0.0,0.0,0.0,-5.53,1.79,0.0
20221203:1430,0.0,0.0,0.0,-5.95,1.59,0.0
20221203:1530,0.0,0.0,0.0,-6.16,1.52,0.0
20221203:1630,0.0,0.0,0.0,-6.35,1.31,0.0
